8.311778401548508555e-06,1.616932218894362450e-03,3.450408669891658064e-08,5.589615087956190109e-03,8.783694938756525517e-04,1.581299584358930588e-03,2.936763223260641098e-03,1.162115600891411304e-03,3.377477405592799187e-04,8.327322080731391907e-03,9.408888220787048340e-01,2.745737554505467415e-03,2.258268381183370366e-07,2.175005420212983154e-07,3.449829819146543741e-06,8.679030543135013431e-07,1.533344766357913613e-05,1.657828874886035919e-02,4.474583477076521376e-07,7.833246854715980589e-06,5.494874436408281326e-03,2.945925807580351830e-04,5.476618753164075315e-06,1.152093801647424698e-02,3.800872036663349718e-06,3.612779173045588266e-11,6.495361049019265920e-07
6.068697199225425720e-03,5.965734017081558704e-04,1.022871438181027770e-04,7.605447769165039062e-01,7.853015995351597667e-05,1.951637074171230779e-07,2.346070669591426849e-02,9.879970457404851913e-04,1.373500004410743713e-02,1.440713385818526149e-04,1.457941485568881035e-03,7.483652979135513306e-02,3.465874897301546298e-06,1.285081680180155672e-06,5.808262358186766505e-06,5.252121947705745697e-03,9.882727317744866014e-05,1.041171955876052380e-03,8.266932127298787236e-05,4.029332558275200427e-06,5.616877600550651550e-02,1.505581475794315338e-02,1.151564720203168690e-05,4.633333010133355856e-04,6.620215717703104019e-04,8.766821990580098145e-11,3.913590312004089355e-02
3.059789378312416375e-05,2.197537796178039571e-08,5.675276517868041992e-01,1.525447815656661987e-01,4.657832448629051214e-07,6.481067904573478700e-10,8.562446055293548852e-06,8.607285995054780869e-10,1.857552677392959595e-01,4.196783198739950649e-11,1.754919821905787103e-06,6.785689387470483780e-03,2.842869495367494892e-09,7.408168745115517595e-09,2.074785734293982387e-04,6.325578578980639577e-05,3.849850618280470371e-04,8.128411322832107544e-02,1.104403040130819136e-07,6.591267809330503269e-11,4.573914702632464468e-05,2.807222244882723317e-06,1.246952319178262769e-08,2.815853338688611984e-03,2.540741348639130592e-03,9.569166792289252044e-08,6.611280533447283503e-13
1.314224093221127987e-03,4.632346463040448725e-05,9.290768764913082123e-03,2.548575997352600098e-01,3.588007995858788490e-03,4.929508941131643951e-05,8.008146658539772034e-03,5.923898424953222275e-04,5.696645379066467285e-01,2.120842691510915756e-05,8.404170512221753597e-04,1.187522858381271362e-01,5.460276042867917567e-06,8.623084795544855297e-06,1.754732074914500117e-04,1.689381524920463562e-02,2.147417108062654734e-04,9.372111409902572632e-03,9.580323421687353402e-06,1.677107320574577898e-05,1.410212862538173795e-04,1.814294373616576195e-04,5.039703410147922114e-07,4.431388340890407562e-03,1.371788792312145233e-03,8.108382298921412712e-10,1.520429941592738032e-04
6.223545060493052006e-04,6.093939219908861560e-08,1.271475630346685648e-04,5.423457478173077106e-04,2.973684750031679869e-04,1.185246034651754599e-08,1.319361478090286255e-02,9.308288097381591797e-01,1.307145459577441216e-03,1.273999146178539377e-06,3.260082006454467773e-02,1.334522850811481476e-03,7.879622216933057643e-07,1.156337966676801443e-04,3.554823342710733414e-04,2.547531854361295700e-03,1.256037066923454404e-04,1.578678190708160400e-02,1.834744180087000132e-04,5.652843356074299663e-06,1.920242539199534804e-06,1.518029479896654266e-09,1.577817543285675583e-09,2.088961809931788594e-05,7.110096476026228629e-07,2.624561235009537086e-09,1.923749834986665519e-07
2.302287903148680925e-04,7.625365583407983650e-07,1.177203096449375153e-02,9.858993291854858398e-01,3.537069278536364436e-05,1.881384434909705305e-07,4.547980497591197491e-04,5.015295911903194792e-08,1.353608560748398304e-03,7.663788492706657962e-10,2.607910801089019515e-06,5.802665441478893626e-07,1.097380381009926964e-10,6.964058485436908086e-08,4.930286195303779095e-06,1.755170887918211520e-05,2.733150372691284247e-10,2.171411324525251985e-04,4.788758278806426461e-09,9.678786227595992386e-06,2.186164635986642679e-07,5.163537935004569590e-07,8.649944909649986968e-13,1.205599460263329092e-07,1.823515987098289770e-07,1.138752576596339071e-15,5.334983010918392665e-10
1.790063606676994823e-06,2.664442222410912109e-09,1.563782853208905976e-10,8.936326025832386222e-07,1.368069928139448166e-02,2.070804683285132342e-08,3.020836710929870605e-01,6.064009666442871094e-01,7.186904986156150699e-05,2.202648647653404623e-05,7.258821278810501099e-02,1.984294728529789609e-09,3.554536931460461346e-07,1.441933461521216486e-09,4.625572357326745987e-03,1.322134949077735655e-06,1.582115061182776117e-08,1.682184301898814738e-05,4.233970248606055975e-04,4.181020756277575856e-07,3.201146014930600359e-08,4.476202875025592220e-08,3.807256176990847507e-10,1.124127629736904055e-05,1.195244203699985519e-05,1.707770209968817454e-11,5.865897765033878386e-05
3.751736221602186561e-05,2.061654347926378250e-03,6.738019919794169255e-07,4.430719651281833649e-03,1.333302585408091545e-03,1.618338166736066341e-03,1.750791445374488831e-03,5.152064259164035320e-04,1.114648257498629391e-04,6.318530533462762833e-03,6.983838081359863281e-01,1.378053426742553711e-01,3.599070623749867082e-07,1.357184714834147599e-06,1.082954076991882175e-05,2.584125979865348199e-07,4.091739356226753443e-06,5.524612031877040863e-03,1.499188613252044888e-07,8.434203664364758879e-07,1.252849251031875610e-01,6.119476631283760071e-03,1.888324622996151447e-04,8.184961974620819092e-03,3.112433478236198425e-04,9.088989560979143789e-10,7.372519235104846302e-07
2.874985511880367994e-04,7.848694281165080611e-07,9.179572225548326969e-05,3.777877282118424773e-05,7.059261974973196629e-07,1.145964176885172492e-07,3.287895582616329193e-03,2.785857941489666700e-04,7.418554425239562988e-01,1.106735041389583785e-07,2.330945571884512901e-03,2.678216202184557915e-03,2.230359496024902910e-05,1.253132213605567813e-04,1.515187886980129406e-05,1.887940913438796997e-01,1.335635781288146973e-03,5.867837741971015930e-02,7.993015606189146638e-05,2.018331360886804760e-05,1.611375409993343055e-06,3.883790000713815971e-08,6.342641540868498851e-07,6.117625162005424500e-05,1.523044375062454492e-05,3.213635295651329216e-07,1.540857823556507356e-07
1.543123042210936546e-03,8.817604184150695801e-02,6.589591503143310547e-01,1.413795948028564453e-01,5.432145204395055771e-03,2.076338045299053192e-02,1.693503691058140248e-06,1.131224180994649942e-07,3.595228918129578233e-05,2.955237050628056750e-07,8.680650964379310608e-03,5.820909142494201660e-02,3.183328489697601071e-09,2.549831697251647711e-05,1.963740069186314940e-04,4.519629292190074921e-03,4.845107905566692352e-03,4.345007255324162543e-05,4.251391874277032912e-05,7.211292540887370706e-08,7.112744729965925217e-03,7.064460078254342079e-06,2.078696979879168794e-06,8.289318429888226092e-06,1.599390270712319762e-05,4.741516956840996500e-09,1.455003451056313679e-09
3.088056109845638275e-02,2.043805783614516258e-03,7.986514270305633545e-02,4.396340548992156982e-01,2.439130544662475586e-01,2.590162679553031921e-03,1.391955884173512459e-03,3.787790192291140556e-03,1.639891881495714188e-03,2.167370105610189057e-08,5.945201590657234192e-02,1.790560927474871278e-04,2.191868908596461551e-08,2.898582351917866617e-05,5.362229785532690585e-05,1.051538288593292236e-01,7.444114889949560165e-04,2.083115838468074799e-02,7.340820506215095520e-03,3.154179430566728115e-04,2.903285530919674784e-05,9.834509455686202273e-07,1.039057018203948246e-08,3.715321145136840641e-05,1.486938526795711368e-05,2.625679895729149393e-09,7.224150613183155656e-05
